movieId,genreId
179369,20
179365,17
179365,6
179365,20
179361,12
179361,5
179361,6
179361,3
179357,14
179349,22
179349,6
179349,23
179325,4
179325,0
179311,4
179307,22
179307,6
179307,23
179301,22
179301,6
179301,7
179279,5
179279,6
179271,6
179271,7
179257,6
179257,8
179251,11
179251,10
179251,3
179195,6
179195,7
179189,6
179189,7
179179,5
179179,6
179161,5
179161,6
179161,8
179161,3
179161,7
179149,26
179149,20
179147,20
179137,22
179137,6
179137,23
179117,6
179117,8
179115,9
179115,11
179115,6
179111,6
179111,3
179043,6
178983,11
178983,10
178983,4
178961,10
178953,6
178923,6
178923,0
178923,7
178921,26
178921,24
178921,6
178869,6
178869,7
178853,4
178853,6
178821,3
178819,3
178819,20
178819,1
178781,3
178781,23
178735,3
178733,3
178725,17
178725,10
178725,22
178725,6
178725,23
178701,4
178701,8
178701,3
178701,7
178641,22
178641,8
178641,23
178641,7
178631,24
178631,6
178621,6
178619,15
178619,6
178617,3
178617,0
178567,6
178567,3
178555,5
178555,6
178549,6
178495,6
178493,6
178461,27
178461,22
178461,6
178461,14
178453,14
178429,9
178429,11
178429,10
178429,22
178429,14
178425,21
178425,22
178425,14
178419,5
178419,6
178419,3
178403,10
178403,4
178403,6
178385,6
178359,7
178325,9
178325,6
178325,8
178271,14
178257,22
178257,24
178257,6
178257,14
178235,14
178127,14
178105,14
178105,0
178095,6
178065,6
178065,3
178057,6
178053,5
178053,6
178039,14
178035,14
177993,9
177993,10
177975,5
177975,6
177973,9
177973,6
177973,0
177921,22
177921,6
177863,14
177859,6
177843,6
177783,3
177783,14
177751,3
177739,6
177715,3
177715,20
177711,20
177707,3
177695,6
177677,6
177641,10
177641,14
177611,9
177611,11
177611,10
177611,6
177591,6
177589,6
177583,11
177583,6
177581,26
177581,0
177581,14
177579,6
177579,8
177579,20
177577,23
177577,14
177551,6
177551,3
177523,14
177509,3
177505,3
177481,21
177481,20
177467,5
177467,16
177459,22
177459,6
177443,21
177443,23
177443,14
177427,22
177427,6
177427,23
177425,6
177421,6
177421,23
177413,24
177413,3
177413,20
177413,1
177387,6
177387,23
177323,14
177281,9
177281,6
177255,6
177251,14
177191,3
177191,7
177173,10
177143,6
177121,6
177109,9
177097,6
177071,6
177041,5
177041,6
177041,8
177029,3
177029,7
177017,6
177011,5
177011,6
177011,3
177011,20
177011,1
177005,12
177005,6
177005,3
177005,0
177005,20
177005,1
176989,14
176897,6
176857,9
176857,10
176857,22
176825,12
176825,6
176795,9
176795,11
176795,6
176795,8
176787,21
176787,6
176787,0
176785,6
176777,15
176777,9
176777,6
176777,8
176767,17
176767,7
176747,20
176725,3
176725,14
176691,5
176691,21
176691,6
176691,3
176649,9
176649,6
176649,3
176613,11
176601,20
176597,15
176597,22
176597,6
176497,14
176491,14
176489,6
176481,14
176479,14
176461,21
176461,14
176447,14
176441,14
176425,22
176425,23
176421,5
176421,6
176421,7
176351,9
176351,11
176351,10
176351,8
176323,14
176309,3
176293,20
176291,15
176291,6
176279,21
176279,14
176275,6
176253,22
176253,6
176233,4
176233,20
176231,4
176231,20
176221,20
176203,4
176167,20
176127,5
176127,3
176125,6
176125,8
176125,3
176123,6
176123,3
176091,20
176091,1
176087,21
176087,20
176087,1
176071,0
176061,9
176061,6
176059,11
176059,6
176033,23
176033,14
176031,9
176031,12
176027,14
175999,12
175999,10
175999,4
175985,14
175975,26
175975,6
175963,21
175963,22
175963,23
175963,14
175929,11
175929,4
175929,6
175917,21
175917,23
175917,1
175917,14
175915,6
175915,3
175879,12
175879,11
175879,3
175857,6
175843,12
175843,7
175815,5
175815,6
175815,3
175713,9
175713,11
175713,6
175709,6
175695,20
175689,6
175611,6
175611,3
175607,5
175607,6
175607,3
175605,9
175605,7
175567,20
175567,14
175555,6
175555,3
175549,6
175549,3
175545,6
175511,12
175511,14
175483,10
175471,6
175471,20
175459,20
175459,1
175427,20
175427,1
175403,5
175403,20
175391,16
175391,4
175391,6
175391,20
175391,1
175389,12
175389,20
175389,1
175377,14
175369,14
175349,6
175335,14
175299,24
175299,3
175299,0
175297,3
175297,20
175271,6
175235,6
175191,17
175119,6
175059,6
175035,5
175035,6
175035,3
175029,15
175029,9
175029,22
175029,6
174955,6
174955,23
174953,6
174931,5
174931,6
174903,14
174859,6
174847,4
174847,6
174847,3
174837,6
174799,6
174789,27
174789,20
174787,27
174787,20
174785,27
174785,20
174783,27
174783,20
174771,27
174771,20
174741,14
174713,9
174713,11
174713,6
174713,8
174707,26
174707,22
174707,23
174707,14
174687,3
174635,6
174633,6
174625,16
174625,20
174619,6
174559,9
174559,5
174559,11
174559,6
174555,14
174495,12
174495,3
174495,20
174485,10
174485,4
174485,1
174447,14
174437,9
174437,6
174425,22
174425,6
174425,0
174403,23
174403,14
174377,5
174377,6
174377,3
174375,22
174375,14
174357,5
174357,20
174351,6
174351,20
174327,20
174327,6
174321,6
174321,20
174309,6
174309,20
174307,20
174307,3
174295,3
174295,20
174295,14
174271,6
174271,20
174237,4
174237,24
174237,3
174219,6
174219,20
174215,6
174215,8
174215,20
174203,4
174203,20
174189,20
174169,4
174169,20
174149,4
174149,20
174139,20
174139,14
174137,20
174137,1
174135,3
174135,20
174135,1
174129,20
174129,14
174127,20
174127,3
174125,20
174125,14
174121,20
174121,14
174117,4
174117,20
174113,20
174113,6
174113,4
174097,20
174097,14
174093,24
174093,3
174093,20
174093,1
174089,3
174089,20
174089,1
174089,24
174061,20
174039,6
174029,15
174029,27
174029,6
174029,20
174027,20
174021,3
174021,20
174007,16
174007,6
174007,3
174007,14
174005,9
174005,11
174005,10
174005,6
173995,24
173995,3
173995,20
173995,1
173991,24
173991,3
173991,20
173991,1
173983,8
173983,7
173977,10
173977,20
173961,6
173959,6
173953,3
173953,20
173953,1
173953,24
173951,15
173951,24
173951,3
173951,20
173951,1
173949,3
173949,20
173949,1
173949,24
173887,24
173887,20
173887,1
173879,9
173879,5
173879,11
173879,10
173879,6
173879,8
173879,7
173877,5
173877,4
173877,6
173863,6
173833,5
173819,3
173783,3
173783,0
173783,7
173763,6
173739,3
173731,9
173731,6
173731,7
173723,5
173723,6
173723,20
173715,11
173715,6
173651,21
173651,14
173603,6
173579,6
173579,3
173535,11
173535,6
173535,8
173481,4
173481,24
173481,3
173481,0
173481,7
173481,1
173461,21
173461,3
173461,23
173461,14
173423,21
173423,14
173409,6
173407,6
173399,21
173399,14
173393,5
173393,6
173389,21
173389,14
173339,3
173335,6
173335,3
173295,11
173295,4
173295,24
173295,0
173295,7
173295,20
173295,1
173279,6
173275,14
173217,3
173207,6
173207,1
173185,6
173179,16
173179,6
173179,3
173179,7
173149,9
173135,21
173135,14
173103,12
173103,7
173019,9
173019,5
173019,11
173019,21
173019,8
172997,9
172997,12
172997,4
172997,7
172995,12
172995,7
172915,9
172915,12
172915,6
172915,0
172915,7
172905,6
172903,15
172903,6
172903,7
172857,11
172857,8
172857,3
172797,14
172783,8
172783,7
172743,9
172743,12
172739,9
172711,7
172677,8
172677,7
172661,22
172661,6
172661,23
172633,28
172633,11
172633,14
172631,3
172631,1
172627,6
172611,6
172611,8
172611,3
172611,20
172591,9
172591,6
172591,8
172557,20
172557,1
172555,6
172519,12
172519,5
172519,20
172499,3
172499,20
172497,12
172497,7
172497,20
172491,12
172491,4
172491,0
172491,7
172465,6
172457,22
172457,14
172451,23
172451,14
172443,8
172425,8
172425,3
172419,14
172327,9
172327,11
172327,0
172301,3
172285,3
172277,12
172277,24
172277,3
172247,3
172247,12
172247,24
172245,26
172245,24
172245,6
172245,3
172199,12
172199,24
172199,3
172177,6
172175,5
172175,16
172175,4
172175,24
172147,5
172147,3
172125,9
172125,11
172125,10
172125,6
172113,5
172113,6
172113,0
172089,6
172047,23
172047,14
172035,3
172001,6
171979,16
171979,6
171927,21
171927,14
171891,14
171847,7
171835,12
171835,16
171835,4
171835,3
171835,0
171835,1
171753,3
171753,0
171753,7
171749,9
171749,11
171749,4
171749,6
171749,8
171749,1
171747,9
171747,6
171705,3
171657,21
171657,20
171657,14
171645,12
171645,21
171645,3
171645,14
171631,3
171631,14
171629,14
171627,4
171627,6
171627,3
171593,24
171593,6
171593,23
171593,14
171581,6
171581,3
171569,11
171569,10
171569,3
171551,23
171551,14
171533,6
171533,20
171533,1
171519,3
171495,14
171463,22
171463,20
171451,15
171451,26
171451,22
171451,14
171421,5
171421,6
171421,3
171415,3
171413,5
171413,3
171409,5
171409,6
171409,8
171409,3
171407,6
171407,8
171407,3
171405,3
171405,0
171401,5
171401,24
171401,6
171401,3
171393,3
171377,5
171377,3
171331,21
171313,9
171313,12
171313,6
171313,7
171299,12
171299,16
171299,0
171299,1
171281,3
171281,14
171279,3
171269,20
171153,3
171153,20
171151,11
171151,10
171151,6
171151,20
171129,26
171129,5
171129,6
171129,23
171079,10
171065,14
171033,20
171033,1
170991,10
170981,21
170981,20
170981,14
170943,5
170943,21
170943,6
170943,3
170941,3
170915,9
170915,5
170915,11
170915,6
170915,8
170911,14
170909,14
170899,15
170899,5
170899,22
170899,6
170899,7
170847,4
170847,0
170839,5
170839,3
170825,4
170825,6
170825,3
170825,0
170825,20
170825,1
170823,21
170783,26
170783,5
170783,6
170757,21
170745,9
170745,11
170745,6
170741,14
170739,9
170739,6
170727,9
170727,6
170725,6
170725,3
170721,20
170721,3
170719,12
170719,5
170719,10
170681,15
170681,6
170671,6
170667,9
170633,6
170619,6
170617,6
170617,5
170593,4
170593,24
170593,0
170571,20
170571,16
170539,20
170533,6
170533,20
170467,5
170467,6
170467,23
170465,14
170463,6
170451,3
170451,20
170451,1
170445,6
170373,6
170353,6
170333,6
170331,14
170327,20
170327,1
170325,6
170321,9
170321,0
170321,7
170317,3
170307,6
170307,3
170231,23
170231,14
170167,24
170167,14
170165,6
170117,3
170117,20
170109,9
170109,11
170109,12
170064,21
170064,23
170062,3
170058,21
170058,24
170058,3
170056,24
170056,6
170056,0
170018,22
170008,14
169990,6
169986,3
169980,21
169980,3
169978,12
169978,7
169976,22
169976,6
169976,23
169976,1
169976,14
169972,20
169936,6
169932,8
169932,3
169932,0
169838,5
169838,3
169832,4
169832,24
169832,0
169790,21
169766,5
169766,24
169766,6
169766,23
169766,20
169696,14
169678,9
169678,11
169678,10
169678,6
169638,3
169638,14
169620,3
169534,5
169534,6
169534,20
169532,5
169532,6
169532,20
169504,3
169504,20
169504,1
169500,4
169500,3
169500,7
169496,20
169496,14
169484,6
169450,3
169448,8
169270,20
169244,22
169244,6
169244,8
169240,6
169236,16
169236,3
169236,20
169232,24
169230,24
169228,3
169192,14
169178,11
169178,10
169178,4
169178,6
169172,6
169172,8
169172,3
169172,1
169146,6
169124,5
169124,6
169052,14
169034,16
169034,21
169006,6
169004,6
169004,3
168972,14
168952,14
168950,10
168950,4
168950,6
168948,3
168912,6
168906,20
168890,16
168890,6
168888,6
168888,20
168856,21
168854,21
168854,23
168854,14
168852,21
168852,14
168848,14
168832,14
168818,6
168810,20
168806,6
168806,3
168790,6
168790,8
168768,20
168768,10
168762,24
168762,6
168752,6
168752,20
168752,1
168746,3
168744,16
168744,3
168730,14
168728,3
168718,6
168718,3
168716,12
168716,6
168716,3
168716,20
168716,1
168698,8
168698,3
168666,6
168666,20
168666,14
168648,11
168648,10
168606,14
168596,6
168578,15
168578,5
168578,6
168562,22
168562,6
168562,23
168538,16
168538,4
168538,1
168538,24
168538,3
168538,0
168528,5
168528,6
168518,6
168494,6
168494,25
168494,1
168434,6
168404,5
168404,3
168390,3
168388,6
168388,8
168368,6
168364,5
168364,3
168342,6
168342,3
168340,8
168340,14
168312,3
168310,16
168310,3
168306,3
168306,5
168296,26
168296,23
168296,0
168296,14
168238,4
168238,0
168238,20
168232,20
168202,15
168202,6
168202,3
168188,6
168188,8
168180,14
168170,0
168162,11
168162,6
168162,8
168160,11
168160,6
168160,8
168158,3
168156,5
168156,6
168156,3
168106,11
168106,6
168106,8
168080,9
168080,11
168080,8
168078,6
168072,1
168072,3
168072,20
168068,15
168068,6
168068,7
168050,5
168050,24
168024,5
168024,3
167988,9
167988,8
167984,5
167984,3
167960,3
167946,6
167946,8
167938,15
167938,7
167930,12
167930,0
167930,7
167910,15
167910,0
167910,7
167862,26
167862,14
167830,6
167814,6
167770,16
167770,3
167770,1
167758,14
167722,6
167722,8
167722,7
167718,6
167712,6
167712,3
167674,6
167664,11
167664,6
167664,8
167628,4
167628,6
167614,6
167606,6
167606,20
167604,6
167604,20
167572,4
167572,24
167572,3
167572,0
167572,1
167570,12
167570,11
167570,4
167570,6
167568,10
167558,20
167558,1
167534,17
167534,5
167534,6
167534,20
167530,20
167530,14
167526,20
167526,14
167524,3
167524,20
167524,14
167518,20
167516,26
167516,20
167506,20
167506,14
167504,20
167504,14
167498,20
167498,14
167496,20
167468,6
167468,8
167464,9
167464,7
167462,11
167462,6
167462,8
167460,15
167460,22
167460,6
167458,7
167456,6
167456,7
167438,11
167438,6
167438,8
167436,9
167436,11
167436,10
167436,6
167404,6
167400,11
167400,6
167400,8
167384,20
167348,6
167340,27
167340,14
167338,6
167330,11
167330,8
167328,23
167328,14
167306,5
167306,3
167248,14
167244,14
167242,14
167200,6
167200,8
167190,26
167190,20
167128,22
167128,24
167128,6
167114,26
167114,6
167108,26
167108,24
167108,6
167108,3
167102,22
167102,23
167102,14
167098,23
167098,14
167092,3
167066,11
167066,6
167066,8
167030,12
167030,6
167030,3
167030,0
167030,7
167024,3
167022,9
167022,6
167022,8
167020,15
167020,22
167020,8
167020,23
167020,14
166978,6
166976,4
166944,11
166944,10
166942,6
166942,3
166926,17
166926,0
166922,14
166898,21
166896,16
166876,14
166872,5
166872,24
166872,6
166872,3
166868,21
166868,14
166862,6
166862,3
166856,9
166856,11
166856,10
166856,6
166854,24
166854,3
166850,6
166850,16
166850,3
166840,5
166840,6
166832,5
166832,6
166832,8
166828,5
166828,6
166828,7
