,movieId,genreId
733,356,15
734,356,4
735,357,12
736,357,15
737,358,9
738,359,12
739,359,9
740,359,15
741,360,2
742,360,12
743,361,12
744,361,9
745,361,15
746,362,1
747,362,13
748,362,15
749,363,7
750,364,1
751,364,8
752,364,13
753,364,9
754,364,14
755,364,3
756,365,9
757,366,9
758,366,10
759,366,11
760,366,18
761,367,2
762,367,12
763,367,20
764,367,16
765,368,1
766,368,12
767,368,6
768,369,9
769,370,2
770,370,12
771,371,12
772,371,9
773,372,12
774,372,9
775,372,15
776,373,18
777,374,13
778,374,12
779,375,9
780,376,2
781,376,18
782,377,2
783,377,15
784,377,18
785,378,12
786,378,15
787,379,2
788,379,17
789,379,18
790,380,2
791,380,1
792,380,12
793,380,15
794,380,18
795,381,9
796,381,15
797,382,9
798,382,10
799,382,15
800,382,18
801,383,6
802,384,2
803,384,20
804,384,9
805,385,9
806,386,9
807,387,2
808,387,12
809,388,9
810,389,9
811,389,15
812,389,4
813,390,2
814,390,20
815,390,9
816,391,20
817,391,9
818,392,1
819,392,8
820,393,2
821,393,1
822,393,16
823,394,12
824,395,9
825,395,16
826,395,15
827,396,9
828,397,10
829,398,7
830,399,9
831,400,9
832,401,2
833,401,18
834,402,12
835,403,12
836,403,20
837,403,9
838,404,7
839,405,2
840,405,16
841,406,9
842,407,10
843,407,18
844,408,9
845,409,20
846,409,9
847,410,13
848,410,12
849,410,16
850,411,12
851,411,7
852,412,9
853,413,12
854,414,12
855,415,12
856,415,18
857,416,6
858,417,12
859,417,15
860,418,9
861,419,12
862,420,2
863,420,12
864,420,20
865,420,18
866,421,1
867,421,13
868,421,9
869,422,18
870,423,2
871,423,18
872,424,9
873,425,9
874,425,15
875,426,10
876,426,17
877,426,18
878,427,9
879,427,11
880,427,15
881,427,18
882,428,9
883,429,12
884,430,12
885,430,9
886,431,20
887,431,9
888,432,1
889,432,12
890,432,6
891,433,12
892,434,2
893,434,1
894,434,18
895,435,12
896,435,17
897,436,9
898,436,18
899,437,12
900,438,2
901,438,12
902,438,9
903,439,9
904,440,12
905,440,15
906,441,12
907,442,2
908,442,1
909,442,17
910,443,1
911,443,7
912,444,12
913,444,15
914,445,12
915,446,9
916,446,15
917,447,12
918,447,15
919,448,9
920,449,12
921,450,12
922,450,9
923,451,9
924,451,11
925,451,15
926,452,9
927,453,12
928,453,15
929,454,9
930,454,18
931,455,1
932,455,13
933,455,9
934,456,20
935,456,9
936,456,18
937,457,18
938,458,9
939,458,6
940,459,2
941,459,1
942,459,20
943,459,9
944,459,15
945,459,18
946,460,12
947,461,9
948,461,15
949,462,2
950,462,1
951,463,20
952,463,9
953,463,18
954,464,2
955,464,1
956,464,20
957,464,18
958,465,2
959,465,9
960,465,4
961,466,2
962,466,12
963,466,4
964,467,12
965,468,12
966,468,15
967,469,9
968,469,15
969,470,12
970,471,12
971,472,12
972,472,9
973,473,12
974,473,4
975,474,2
976,474,18
977,475,9
978,476,12
979,476,9
980,477,9
981,477,14
982,478,12
983,478,20
984,478,9
985,479,2
986,479,20
987,479,18
988,480,2
989,480,1
990,480,17
991,480,18
992,481,9
993,481,18
994,482,20
995,482,9
996,482,18
997,483,9
998,484,1
999,484,13
1000,485,2
1001,485,1
1002,485,12
1003,485,16
1004,486,12
1005,487,12
1006,487,6
1007,488,9
1008,488,15
1009,489,12
1010,490,18
1011,491,9
1012,492,12
1013,492,11
1014,493,2
1015,493,20
1016,493,9
1017,494,2
1018,494,1
1019,494,18
1020,495,9
1021,496,12
1022,496,9
1023,496,15
1024,496,18
1025,497,12
1026,497,15
1027,498,9
1028,498,15
1029,499,12
1030,499,15
1031,500,12
1032,500,9
1033,501,9
1034,502,2
1035,502,13
1036,502,15
1037,503,9
1038,504,2
1039,504,9
1040,504,17
1041,505,12
1042,506,9
1043,506,16
1044,506,15
1045,507,20
1046,507,9
1047,507,18
1048,508,9
1049,509,9
1050,509,15
1051,510,9
1052,511,2
1053,511,9
1054,512,10
1055,512,17
1056,513,12
1057,513,11
1058,513,15
1059,514,12
1060,515,9
1061,515,15
1062,516,12
1063,516,9
1064,517,2
1065,517,9
1066,517,11
1067,518,12
1068,519,2
1069,519,20
1070,519,9
1071,519,17
1072,519,18
1073,520,12
1074,521,20
1075,521,18
1076,522,2
1077,522,9
1078,523,9
1079,524,9
1080,525,9
1081,526,9
1082,527,9
1083,527,4
1084,528,12
1085,528,9
1086,529,9
1087,530,9
1088,531,13
1089,531,9
1090,532,12
1091,532,20
1092,532,10
1093,533,2
1094,533,1
1095,533,16
1096,533,11
1097,534,9
1098,534,15
1099,535,9
1100,536,9
1101,537,9
1102,538,9
1103,539,12
1104,539,9
1105,539,15
1106,540,18
1107,541,2
1108,541,17
1109,541,18
1110,542,12
1111,542,9
1112,542,15
1113,543,12
1114,543,15
1115,543,18
1116,544,2
1117,544,20
1118,545,9
1119,546,2
1120,546,1
1121,546,13
1122,546,12
1123,546,16
1124,546,17
1125,547,2
1126,547,1
1127,547,18
1128,548,2
1129,548,11
1130,548,18
1131,549,9
1132,549,14
1133,550,12
1134,550,15
1135,551,8
1136,551,13
1137,551,16
1138,551,14
1139,552,2
1140,552,1
1141,552,12
1142,552,15
1143,553,2
1144,553,9
1145,553,6
1146,554,20
1147,554,9
1148,554,18
1149,555,20
1150,555,18
1151,556,7
1152,558,2
1153,558,1
1154,558,8
1155,558,13
1156,558,16
1157,559,12
1158,560,9
1159,561,9
1160,561,18
1161,562,12
1162,562,9
1163,563,9
1164,563,15
1165,564,12
1166,565,9
1167,565,10
1168,566,12
1169,566,15
1170,567,12
1171,567,9
1172,568,12
1173,568,9
1174,569,12
1175,569,9
1176,570,12
1177,570,9
1178,571,9
1179,571,15
1180,572,9
1181,573,9
1182,574,12
1183,574,9
1184,575,13
1185,575,12
1186,576,12
1187,577,1
1188,577,13
1189,577,9
1190,579,20
1191,579,18
1192,580,9
1193,581,7
1194,582,12
1195,582,9
1196,583,12
1197,583,9
1198,584,9
1199,584,15
1200,585,12
1201,586,13
1202,586,12
1203,587,12
1204,587,9
1205,587,16
1206,587,15
1207,587,18
1208,588,1
1209,588,8
1210,588,13
1211,588,12
1212,588,14
1213,589,2
1214,589,17
1215,590,1
1216,590,9
1217,590,6
1218,591,2
1219,591,9
1220,591,18
1221,592,2
1222,592,20
1223,592,18
1224,593,20
1225,593,10
1226,593,18
1227,594,8
1228,594,13
1229,594,9
1230,594,16
1231,594,14
1232,595,8
1233,595,13
1234,595,16
1235,595,14
1236,595,15
1237,595,3
1238,596,8
1239,596,13
1240,596,16
1241,596,14
1242,597,12
1243,597,15
1244,598,12
1245,598,16
1246,599,1
1247,599,6
1248,600,2
1249,600,12
1250,600,20
1251,601,9
1252,602,7
1253,603,12
1254,604,7
1255,605,9
1256,605,15
1257,606,16
1258,606,10
1259,607,9
1260,608,12
1261,608,20
1262,608,9
1263,608,18
1264,609,1
1265,609,13
1266,610,2
1267,610,1
1268,610,8
1269,610,10
1270,610,17
1271,611,2
1272,611,10
1273,611,17
1274,612,12
1275,613,9
1276,613,15
1277,614,9
1278,614,18
1279,615,12
1280,615,9
1281,616,8
1282,616,13
1283,617,12
1284,617,9
1285,618,12
1286,618,15
1287,619,12
1288,620,9
1289,621,9
1290,623,15
1291,624,2
1292,624,9
1293,624,18
1294,625,9
1295,626,12
1296,627,9
1297,627,18
1298,628,20
1299,628,9
1300,628,11
1301,628,18
1302,629,9
1303,630,9
1304,630,15
1305,631,1
1306,631,8
1307,631,13
1308,631,16
1309,631,14
1310,631,15
1311,632,9
1312,632,4
1313,633,12
1314,634,12
1315,635,12
1316,635,9
1317,636,9
1318,637,12
1319,638,15
1320,639,12
1321,639,9
1322,640,9
1323,640,18
1324,641,1
1325,641,13
1326,641,12
1327,642,9
1328,643,12
1329,644,12
1330,645,9
1331,647,2
1332,647,20
1333,647,9
1334,647,4
1335,648,2
1336,648,1
1337,648,11
1338,648,18
1339,649,12
1340,649,9
1341,650,9
1342,651,12
1343,652,10
1344,652,11
1345,652,18
1346,653,2
1347,653,1
1348,653,16
1349,654,9
1350,654,15
1351,655,12
1352,656,12
1353,657,12
1354,657,9
1355,658,9
1356,658,14
1357,659,20
1358,659,9
1359,659,18
1360,660,9
1361,661,1
1362,661,8
1363,661,13
1364,661,16
1365,661,14
1366,662,18
1367,663,12
1368,664,12
1369,665,12
1370,665,9
1371,665,4
1372,666,9
1373,666,15
1374,666,4
1375,667,2
1376,668,9
1377,670,9
1378,671,12
1379,671,17
1380,672,9
1381,673,1
1382,673,8
1383,673,13
1384,673,12
1385,673,16
1386,673,17
1387,674,1
1388,674,12
1389,674,17
1390,675,2
1391,675,9
1392,675,18
1393,676,12
1394,676,10
1395,676,17
1396,678,9
1397,678,18
1398,679,9
1399,680,9
1400,680,11
1401,680,15
1402,680,17
1403,680,18
1404,681,20
1405,682,7
1406,682,9
1407,683,7
1408,684,9
1409,685,9
1410,687,9
1411,687,15
1412,688,2
1413,688,1
1414,688,12
1415,688,4
1416,690,9
1417,690,15
1418,691,12
1419,691,15
1420,692,2
1421,692,17
1422,692,18
1423,693,9
1424,694,2
1425,694,20
1426,694,9
1427,695,11
1428,695,18
1429,696,9
1430,696,18
1431,697,9
1432,697,15
1433,698,9
1434,699,9
1435,700,12
1436,701,9
1437,702,9
1438,703,9
1439,704,2
1440,704,1
1441,705,12
1442,706,9
1443,707,20
1444,707,9
1445,707,18
1446,708,12
1447,708,15
1448,709,1
1449,709,8
1450,709,13
1451,709,12
1452,709,14
1453,710,12
1454,711,1
1455,711,13
1456,712,20
1457,712,9
1458,712,15
1459,712,18
1460,713,9
1461,714,9
1462,714,11
1463,714,6
1464,715,9
1465,715,15
1466,716,20
1467,717,12
1468,718,12
1469,718,16
1470,718,17
1471,719,12
1472,720,1
1473,720,8
1474,720,12
1475,721,9
1476,722,7
1477,723,9
1478,724,9
1479,724,16
1480,724,10
1481,724,18
1482,725,12
1483,726,9
1484,727,7
1485,728,12
1486,729,9
1487,730,9
1488,731,20
1489,731,18
1490,732,20
1491,733,2
1492,733,1
1493,733,18
1494,734,12
1495,735,10
1496,736,2
1497,736,1
1498,736,15
1499,736,18
1500,737,2
1501,737,17
1502,738,9
1503,739,12
1504,741,8
1505,741,17
1506,742,10
1507,742,18
1508,743,12
1509,744,9
1510,745,8
1511,745,13
1512,745,12
1513,746,5
1514,747,12
1515,748,2
1516,748,17
1517,748,18
1518,749,9
1519,750,12
1520,750,4
1521,751,12
1522,751,10
1523,752,12
1524,752,7
1525,752,15
1526,753,12
1527,753,9
1528,753,15
1529,754,1
1530,754,13
1531,755,13
1532,755,9
1533,756,7
1534,757,9
1535,758,9
1536,759,7
1537,760,9
1538,760,4
1539,761,2
1540,761,1
1541,762,12
1542,762,20
1543,763,12
1544,763,9
1545,764,9
1546,764,15
1547,765,12
1548,765,9
1549,766,9
1550,767,12
1551,767,9
1552,768,9
1553,769,7
1554,770,9
1555,771,12
1556,771,9
1557,772,12
1558,773,9
1559,774,9
1560,775,10
1561,775,11
1562,776,12
1563,776,9
1564,777,4
1565,778,12
1566,778,20
1567,778,9
1568,779,9
1569,779,15
1570,780,2
1571,780,1
1572,780,17
1573,780,18
1574,781,9
1575,782,9
1576,782,18
1577,783,8
1578,783,13
1579,783,9
1580,783,14
1581,783,15
1582,784,12
1583,784,18
1584,785,12
1585,786,2
1586,786,9
1587,786,18
1588,787,7
1589,788,12
1590,788,16
1591,788,15
1592,788,17
1593,789,9
1594,790,9
1595,791,7
1596,792,16
1597,793,9
1598,794,12
1599,794,9
1600,795,9
1601,796,9
1602,797,12
1603,798,2
1604,798,1
1605,798,9
1606,798,18
1607,799,12
1608,799,10
1609,799,18
1610,800,9
1611,800,11
1612,800,6
1613,801,13
1614,801,12
1615,802,9
1616,802,15
1617,803,12
1618,803,9
1619,803,15
1620,804,12
1621,804,15
1622,805,9
1623,805,18
1624,806,20
1625,806,9
1626,807,12
1627,807,15
1628,808,1
1629,808,13
1630,809,2
1631,809,1
1632,810,13
1633,810,12
1634,810,16
1635,812,9
1636,813,12
1637,814,9
1638,815,2
1639,815,11
1640,815,18
1641,816,9
1642,818,12
1643,819,12
1644,819,9
1645,820,9
1646,821,9
1647,821,15
1648,822,9
1649,822,15
1650,822,4
1651,823,9
1652,824,9
1653,824,11
1654,825,12
1655,825,15
1656,826,9
1657,827,9
1658,828,1
1659,828,13
1660,829,12
1661,829,16
1662,829,14
1663,830,12
1664,831,9
1665,832,20
1666,832,18
1667,833,12
1668,834,12
1669,835,9
1670,836,2
1671,836,1
1672,836,18
1673,837,13
1674,837,12
1675,837,16
1676,838,12
1677,838,9
1678,838,15
1679,839,2
1680,839,18
1681,840,13
1682,840,12
1683,841,10
1684,842,12
1685,842,10
1686,843,9
1687,844,9
1688,845,9
1689,846,9
1690,847,12
1691,847,9
1692,848,9
1693,849,2
1694,849,1
1695,849,17
1696,849,18
1697,850,20
1698,850,9
1699,851,9
1700,852,12
1701,852,9
1702,852,15
1703,853,9
1704,854,9
1705,855,9
1706,856,12
1707,857,9
1708,858,20
1709,858,9
1710,859,7
1711,860,12
1712,861,2
1713,861,12
1714,861,20
1715,861,18
1716,862,9
1717,864,12
1718,864,9
1719,865,9
1720,866,20
1721,866,9
1722,866,15
1723,866,18
1724,867,12
1725,867,20
1726,868,12
1727,869,20
1728,869,9
1729,869,14
1730,869,18
1731,870,12
1732,871,12
1733,872,9
1734,873,9
1735,874,20
1736,874,9
1737,875,2
1738,875,20
1739,875,9
1740,876,2
1741,876,12
1742,876,20
1743,876,18
1744,877,12
1745,877,9
1746,878,9
1747,879,10
1748,879,18
1749,880,17
1750,880,18
1751,881,13
1752,881,12
1753,882,9
1754,882,18
1755,884,9
1756,885,13
1757,885,9
1758,885,16
1759,886,2
1760,886,12
1761,886,20
1762,887,9
1763,888,1
1764,888,8
1765,888,13
1766,888,14
1767,889,9
1768,889,15
1769,890,18
1770,891,10
1771,891,18
1772,892,12
1773,892,9
1774,892,15
1775,893,9
1776,894,15
1777,895,9
1778,896,9
1779,897,1
1780,897,9
1781,897,15
1782,897,4
1783,898,12
1784,898,9
1785,898,15
1786,899,12
1787,899,14
1788,899,15
1789,900,14
1790,900,15
1791,901,12
1792,901,14
1793,902,9
1794,902,15
1795,903,9
1796,903,11
1797,903,15
1798,903,18
1799,904,11
1800,904,18
1801,905,12
1802,905,15
1803,906,9
1804,906,18
1805,907,12
1806,907,14
1807,907,15
1808,908,2
1809,908,1
1810,908,11
1811,908,15
1812,908,18
1813,909,12
1814,909,9
1815,909,15
1816,910,12
1817,910,20
1818,911,12
1819,911,20
1820,911,11
1821,911,15
1822,911,18
1823,912,9
1824,912,15
1825,913,5
1826,913,11
1827,914,12
1828,914,9
1829,914,14
1830,914,15
1831,915,12
1832,915,15
1833,916,12
1834,916,9
1835,916,15
1836,917,13
1837,917,9
1838,918,14
1839,919,1
1840,919,13
1841,919,16
1842,919,14
1843,920,9
1844,920,15
1845,920,4
1846,921,12
1847,922,9
1848,922,5
1849,922,15
1850,923,9
1851,923,11
1852,924,1
1853,924,9
1854,924,17
1855,925,1
1856,925,15
1857,925,4
1858,926,9
1859,927,12
1860,928,9
1861,928,11
1862,928,15
1863,928,18
1864,929,9
1865,929,5
1866,929,11
1867,929,18
1868,930,5
1869,930,15
1870,930,18
1871,931,11
1872,931,15
1873,931,18
1874,932,9
1875,932,15
1876,933,20
1877,933,11
1878,933,15
1879,933,18
1880,934,12
1881,935,12
1882,935,14
1883,936,12
1884,936,15
1885,937,12
1886,937,15
1887,938,14
1888,939,12
1889,939,9
1890,940,2
1891,940,1
1892,940,15
1893,941,1
1894,942,20
1895,942,5
1896,942,11
1897,943,9
1898,943,16
1899,943,15
1900,944,9
1901,945,12
1902,945,14
1903,945,15
1904,946,12
1905,946,9
1906,946,4
1907,947,12
1908,947,15
1909,948,9
1910,948,15
1911,948,6
1912,949,9
1913,950,12
1914,950,20
1915,951,12
1916,951,15
1917,952,1
1918,952,12
1919,953,13
1920,953,9
1921,953,16
1922,953,15
1923,954,9
1924,955,12
1925,955,15
1926,956,9
1927,956,15
1928,957,9
1929,958,12
1930,958,11
1931,959,9
1932,960,20
1933,960,9
1934,961,9
1935,962,20
1936,962,9
1937,963,14
1938,964,15
1939,964,6
1940,965,9
1941,965,11
1942,965,18
1943,966,9
1944,966,4
1945,967,6
1946,968,10
1947,968,17
1948,968,18
1949,969,1
1950,969,12
1951,969,15
1952,969,4
1953,970,1
1954,970,12
1955,970,20
1956,970,9
1957,970,15
1958,971,9
1959,972,9
1960,973,12
1961,973,9
1962,974,9
1963,974,15
1964,975,12
1965,975,14
1966,976,15
1967,976,4
1968,977,11
1969,979,9
1970,979,4
1971,980,2
1972,981,9
1973,982,9
1974,983,15
1975,984,12
1976,984,9
1977,985,7
1978,986,1
1979,986,13
1980,987,9
1981,987,15
1982,988,12
1983,988,9
1984,989,9
1985,990,2
1986,990,1
1987,990,18
1988,991,9
1989,992,18
1990,993,9
1991,994,12
1992,994,9
1993,996,2
1994,996,20
1995,996,9
1996,996,18
1997,997,9
1998,997,18
1999,998,2
2000,998,20
2001,999,20
2002,999,5
2003,1000,20
2004,1001,12
2005,1002,12
2006,1002,15
2007,1003,9
2008,1003,18
2009,1004,2
2010,1004,18
2011,1005,13
2012,1005,12
2013,1006,9
2014,1007,13
2015,1007,12
2016,1007,6
2017,1008,1
2018,1008,6
2019,1009,1
2020,1009,13
2021,1009,16
2022,1010,13
2023,1010,12
2024,1011,13
2025,1011,12
2026,1011,16
2027,1011,15
2028,1012,13
2029,1012,9
2030,1013,13
2031,1013,12
2032,1013,15
2033,1014,13
2034,1014,12
2035,1014,9
2036,1015,1
2037,1015,13
2038,1015,9
2039,1016,13
2040,1016,12
2041,1017,1
2042,1017,13
2043,1018,13
2044,1018,12
2045,1018,11
2046,1019,1
2047,1019,9
2048,1019,17
2049,1020,12
2050,1021,13
2051,1021,12
2052,1022,8
2053,1022,13
2054,1022,16
2055,1022,14
2056,1022,15
2057,1023,8
2058,1023,13
2059,1023,14
2060,1024,8
2061,1024,13
2062,1024,14
2063,1025,8
2064,1025,13
2065,1025,16
2066,1025,14
2067,1026,13
2068,1026,9
2069,1027,1
2070,1027,9
2071,1028,13
2072,1028,12
2073,1028,16
2074,1028,14
2075,1029,8
2076,1029,13
2077,1029,9
2078,1029,14
2079,1030,1
2080,1030,8
2081,1030,13
2082,1030,14
2083,1031,1
2084,1031,13
2085,1031,14
2086,1032,1
2087,1032,8
2088,1032,13
2089,1032,16
2090,1032,14
2091,1033,8
2092,1033,13
2093,1033,9
2094,1034,12
2095,1034,20
2096,1034,9
2097,1034,18
2098,1035,14
2099,1035,15
2100,1036,2
2101,1036,20
2102,1036,18
2103,1037,2
2104,1037,10
2105,1037,17
2106,1037,18
2107,1038,9
2108,1039,7
2109,1040,9
2110,1041,9
2111,1042,12
2112,1042,9
2113,1043,9
2114,1043,15
2115,1044,9
2116,1045,12
2117,1045,9
2118,1046,9
2119,1046,15
2120,1047,2
2121,1047,9
2122,1047,18
